Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,BMI_Calc_Check,Burn Efficiency (Cal/Hr)
43,Female,82.77,1.95,181,160,70,2,2727,HIIT,26,3.5,5,3,21.8,4,279.38,111.49,74.12,2386,Other,Breakfast,Low-Carb,40.67,2477.44,97.57,163.25,Raw,57.02,42.17,1.5,Bear Crawls,4,21,Targets upper chest,339.44,"Back, Hamstrings, Glutes",Resistance Band,Beginner,Forearms,Lower Chest,Barbell hip thrusts,21.77,2230.56,0.5,1.35,0.81,0.88,-341.1,61.35,1296.66,6.73e+19,Medium,21.767258382643,1363.5
40,Male,57.94,1.56,174,136,63,1,595,Strength,28,2.2,2,1,23.8,3,197.27,78.69,52.41,1578,Other,Dinner,Keto,21.78,302.22,162.54,383.03,Roasted,54.79,49.56,1.6,Tricep Dips,5,16,Improves cardiovascular fitness,366.32,"Lower Abs, Hip Flexors",None or Dumbbells,Intermediate,Legs,Upper,Towel pull-up,23.81,1575.53,0.5,1.36,0.66,0.78,983.46,41.46,439.58,1.26e+20,Very High,23.808349769888228,595.0
23,Female,71.29,1.72,164,169,74,1,1511,HIIT,29,1.5,2,1,24.1,3,283.78,112.99,76.09,1692,Other,Lunch,Vegetarian,22.7,518.0,245.15,408.43,Baked,17.31,95.7,2.5,Deadlift,4,24,Improves balance and coordination,342.11,Shoulders,Cable Machine or Resistance Band,Advanced,Forearms,Posterior,Incline cable crossovers,24.1,2271.89,0.5,1.58,1.05,1.03,180.88,50.57,855.28,7.18e+19,Medium,24.097485127095734,1511.0
29,Female,88.52,1.93,186,144,66,2,2206,Strength,25,3.5,5,3,23.8,3,383.39,153.72,103.23,2518,Other,Lunch,Low-Carb,1.24,1746.97,165.64,257.7,Roasted,26.81,98.44,3.6,Push-ups,4,22,Strengthens triceps and chest,373.33,"Lower Abs, Hip Flexors",Box or Platform,Advanced,Abs,Grip Strength,Leg raises,23.76,3077.51,0.5,1.74,0.65,0.77,311.63,66.01,1403.72,1.47e+20,Very High,23.764396359633814,1103.0
24,Male,59.64,1.5,199,132,60,1,893,Yoga,28,2.0,3,2,26.5,4,351.71,140.55,93.45,1674,Other,Dinner,Low-Carb,37.96,294.37,63.43,389.39,Roasted,41.9,77.67,4.6,Scissors Kicks,5,24,Improves coordination and cardiovascular health,368.04,"Full Body, Core, Shoulders",Box or Platform,Beginner,Chest,Lats,Dumbbell curls,26.51,2810.09,0.5,2.36,0.52,0.66,781.2,43.02,912.74,1.3e+20,Very High,26.506666666666668,893.0
25,Male,59.83,1.51,185,161,54,2,1887,Strength,26,2.7,5,3,26.2,4,243.15,98.44,64.92,1754,Other,Lunch,Paleo,4.07,109.32,272.01,410.53,Boiled,50.59,117.72,2.9,Scissors Kicks,5,15,Builds explosive power,327.89,"Full Body, Core, Shoulders",Wall,Advanced,Shoulders,Lower Chest,Hyperextensions,26.24,1950.64,0.5,1.65,0.81,0.87,-132.6,44.26,1055.81,5.08e+19,Low,26.240077189596946,943.5
50,Female,68.88,1.68,182,135,51,1,792,Yoga,26,2.0,2,1,24.4,2,203.28,80.82,54.08,2006,Other,Lunch,Vegan,20.16,468.96,298.41,309.93,Baked,47.47,55.25,1.7,Superman,4,22,Improves balance and leg strength,367.75,"Upper Back, Rear Deltoids",Resistance Band,Advanced,Back,Lower,Face pulls,24.4,1623.12,0.5,1.17,0.64,0.74,1214.0,51.03,882.6,1.3e+20,Very High,24.404761904761905,792.0
18,Male,87.26,1.94,161,139,72,2,2023,Strength,27,3.5,4,3,23.2,3,208.09,81.97,55.04,2381,Other,Snack,Vegan,16.62,1911.9,219.71,396.16,Grilled,51.91,45.49,3.9,Bench Press,5,15,Builds chest strength,342.63,"Shoulders, Upper Back",Parallel Bars or Chair,Intermediate,Forearms,Grip Strength,Lateral raises,23.19,1655.6,0.5,0.94,0.75,0.86,358.46,63.9,1185.5,7.27e+19,Medium,23.185248166648954,1011.5
58,Male,82.51,1.87,171,143,55,2,2234,HIIT,26,3.5,4,3,23.6,3,253.49,101.26,67.34,2074,Other,Dinner,Balanced,0.57,2310.83,227.47,236.66,Fried,26.69,10.82,3.3,Burpees,4,21,Targets upper chest,336.51,"Glutes, Hamstrings, Core",Parallel Bars or Chair,Intermediate,Shoulders,Quads,Decline dumbbell press,23.6,2025.06,0.5,1.23,0.76,0.84,-160.23,60.82,1049.91,6.27e+19,Low,23.595184306099686,1117.0
47,Male,85.38,1.86,186,129,63,2,1450,Yoga,26,3.5,5,3,24.7,4,249.86,98.39,66.33,2390,Other,Snack,Keto,14.82,1867.89,225.21,344.89,Baked,56.86,80.67,4.6,Jumping Jacks,4,19,Improves coordination and cardiovascular health,347.13,"Lower Abs, Hip Flexors",None or Dumbbell,Intermediate,Back,Grip Strength,Chest flyes,24.68,1989.97,0.5,1.15,0.54,0.69,940.32,63.21,1291.32,8.09e+19,Medium,24.67915365938258,725.0
28,Male,67.8,1.67,171,157,74,1,410,Yoga,27,2.3,3,1,24.3,3,165.44,66.64,44.35,1827,Other,Dinner,Vegan,33.48,2504.9,166.69,366.51,Boiled,30.81,18.85,1.3,Bicycle Crunches,5,21,Improves lower back strength,332.3,"Glutes, Hamstrings, Core",Dumbbells,Intermediate,Arms,Lower,Romanian deadlifts,24.31,1327.47,0.5,0.98,0.85,0.92,1417.43,49.17,412.05,5.66e+19,Low,24.310660116891963,410.0
40,Male,81.8,1.74,166,133,58,1,891,Strength,29,2.7,2,1,27.0,2,241.58,96.36,64.17,2068,Other,Snack,Low-Carb,48.36,2223.49,144.4,420.06,Fried,36.2,20.05,4.3,Thrusters,5,16,Improves posture and back strength,364.88,"Lower Chest, Triceps",Box or Platform,Beginner,Shoulders,Lower Chest,Wrist curl,27.02,1929.29,0.5,1.18,0.7,0.8,1177.0,57.87,656.78,1.22e+20,Very High,27.018100145329633,891.0
58,Male,65.68,1.75,169,128,57,1,409,Yoga,24,1.8,2,1,21.4,3,224.25,90.39,60.05,1564,Other,Snack,Keto,37.2,594.07,60.05,446.56,Boiled,21.08,38.94,4.1,Scissors Kicks,4,23,Full body workout,330.08,Lower Abs,Kettlebell,Intermediate,Legs,Grip Strength,Bent-over lateral raises,21.45,1799.01,0.5,1.38,0.63,0.76,1155.17,49.84,409.3,5.36e+19,Low,21.4465306122449,409.0
45,Male,79.49,1.95,190,135,69,1,1942,HIIT,23,2.8,3,2,20.9,4,377.63,150.78,100.42,2351,Other,Snack,Balanced,36.17,672.82,141.15,215.53,Grilled,55.98,41.83,3.1,Kettlebell Swings,5,23,Strengthens shoulders,350.41,"Biceps, Forearms",Parallel Bars or Chair,Beginner,Chest,Quads,Leg curls,20.9,3017.42,0.5,1.9,0.55,0.71,408.98,61.25,1030.21,8.73e+19,High,20.904667981591057,1942.0
33,Female,63.44,1.63,186,120,74,2,1216,Yoga,23,2.7,5,3,23.9,4,242.56,97.23,64.86,1673,Other,Snack,Balanced,27.32,1429.9,70.28,306.84,Raw,53.19,35.68,2.1,Plank,4,20,Targets abdominal muscles,336.12,"Back, Core, Shoulders",Dumbbells or Barbell,Beginner,Back,Wrist Flexors,Triceps pushdowns,23.88,1942.9,0.5,1.53,0.41,0.65,457.14,48.86,1048.69,6.21e+19,Low,23.877451164891415,608.0
36,Female,84.03,1.94,168,123,50,2,1411,Yoga,25,3.5,5,3,22.3,3,245.72,97.96,65.56,2265,Other,Breakfast,Balanced,32.89,46.62,135.14,285.96,Steamed,21.03,86.4,2.6,Dead Bugs,4,25,Strengthens lower abs,367.82,"Core, Shoulders, Legs",Pull-up Bar,Intermediate,Legs,Upper,Leg raises,22.33,1964.76,0.5,1.17,0.62,0.73,854.29,63.44,1331.51,1.3e+20,Very High,22.32702731427357,705.5
26,Male,51.82,2.0,173,133,54,1,909,HIIT,18,2.3,2,1,13.0,3,216.05,85.93,57.44,1349,Other,Breakfast,Paleo,25.59,1162.68,271.41,157.92,Boiled,53.57,30.27,3.5,Shoulder Press,4,25,Improves coordination and cardiovascular health,355.79,"Back, Core, Shoulders",Bench or Chair,Beginner,Shoulders,Quads,Seated cable rows,12.96,1724.88,0.5,1.66,0.66,0.77,439.85,42.72,533.68,9.89e+19,High,12.955,909.0
24,Male,58.79,1.51,187,157,68,1,695,Yoga,23,2.5,2,1,25.8,3,202.02,81.09,54.1,1533,Other,Dinner,Balanced,42.92,2201.21,27.52,167.72,Boiled,9.88,104.8,4.1,Prone Cobras,3,12,Improves back strength and posture,159.99,"Back, Hamstrings, Glutes",Bench or Step,Intermediate,Forearms,Lateral,Military press,25.78,1619.34,0.5,1.38,0.75,0.84,838.11,45.1,335.98,1.46e+17,Low,25.78395684399807,695.0
55,Male,84.5,1.79,178,122,52,1,1288,Strength,28,2.4,3,2,26.4,3,253.53,101.72,68.16,2399,Other,Dinner,Balanced,23.2,894.45,199.91,398.87,Grilled,42.55,69.26,2.9,Lat Pulldowns,5,16,Builds lower body power and endurance,367.94,"Rear Deltoids, Upper Back",Bench or Chair,Advanced,Forearms,Wrist Extensors,Donkey kicks,26.37,2034.44,0.5,1.2,0.56,0.69,1110.59,60.94,875.7,1.3e+20,Very High,26.37246028525951,1288.0
57,Female,64.06,1.56,177,144,73,2,1787,Strength,27,2.7,5,3,26.3,2,371.75,148.94,98.99,1937,Other,Breakfast,Vegan,20.34,567.11,250.2,389.62,Roasted,42.64,32.68,2.5,Step-ups,4,15,Improves core rotation strength,361.57,Core,Barbell,Advanced,Abs,Middle,Decline dumbbell press,26.32,2973.67,0.5,2.33,0.68,0.81,149.65,46.62,1106.4,1.13e+20,Very High,26.323142669296516,893.5
49,Male,82.31,1.95,183,159,73,2,1989,Cardio,24,3.5,5,3,21.6,3,270.28,107.43,71.6,2191,Other,Snack,Low-Carb,41.34,1262.5,188.45,337.1,Boiled,43.59,70.71,2.0,Plyometric Push-ups,4,21,Advanced core exercise,371.48,"Lower Back, Glutes",Bench or Step,Advanced,Back,Triceps,Dumbbell curls,21.65,2155.24,0.5,1.31,0.78,0.87,201.54,62.44,1419.05,1.41e+20,Very High,21.64628533859303,994.5
31,Female,63.57,1.64,184,125,51,2,1194,Yoga,26,2.7,4,3,23.6,4,265.6,105.99,70.23,2014,Other,Dinner,Keto,16.23,2410.03,233.37,471.94,Baked,25.38,25.74,1.6,Tricep Extensions,4,25,Builds explosive upper body power,364.43,"Legs, Shoulders, Core",Cable Machine,Intermediate,Chest,Posterior,Military press,23.64,2118.43,0.5,1.67,0.56,0.68,819.68,47.13,1115.16,1.2e+20,Very High,23.635484830458065,597.0
19,Female,89.71,1.77,175,127,72,1,1611,Strength,24,3.7,4,2,28.6,3,251.24,100.65,67.49,2433,Other,Snack,Vegetarian,48.8,158.58,281.63,366.66,Roasted,18.13,64.41,1.7,Wall Angels,4,10,Targets lower abs,319.43,"Chest, Triceps",Low Bar or TRX,Beginner,Abs,Posterior,Skull crushers,28.63,2014.97,0.5,1.12,0.53,0.72,822.46,68.33,951.9,4.1e+19,Low,28.63481119729324,1611.0
32,Male,64.69,1.62,186,128,63,1,501,Cardio,29,3.4,2,1,24.6,2,244.62,98.12,65.04,1745,Other,Lunch,Vegetarian,42.2,1926.06,42.01,225.88,Fried,41.93,87.51,2.8,Dragon Flags,4,23,Isolates and strengthens triceps,345.08,"Chest, Triceps",Low Bar or TRX,Advanced,Legs,Lateral,Decline dumbbell flyes,24.65,1956.32,0.5,1.52,0.53,0.69,1244.31,45.84,393.39,7.7e+19,Medium,24.649443682365487,501.0
19,Female,73.84,1.77,198,137,64,1,1392,Strength,26,2.6,3,2,23.6,3,342.64,136.03,90.67,2021,Other,Breakfast,Vegan,43.56,2106.12,25.81,416.88,Raw,45.46,18.48,3.9,Lateral Raises,4,19,Builds upper body strength,339.64,"Obliques, Core",Low Bar or TRX,Beginner,Shoulders,Grip Strength,Seated calf raises,23.57,2730.71,0.5,1.84,0.55,0.69,628.96,54.79,876.27,6.77e+19,Medium,23.56921701937502,1392.0
43,Female,53.25,1.72,173,160,71,1,988,Cardio,21,2.3,4,2,18.0,3,241.06,96.77,64.15,1482,Other,Dinner,Keto,45.92,717.45,191.72,194.77,Boiled,54.07,55.83,4.8,Dead Bugs,4,22,Strengthens core and improves mobility,329.98,"Triceps, Chest",Dumbbells or Barbell,Beginner,Abs,Lats,Standing calf raises,18.0,1928.67,0.5,1.82,0.87,0.93,494.02,42.16,679.76,5.35e+19,Low,17.999594375338024,988.0
41,Female,55.42,1.55,175,169,65,1,1043,Yoga,25,2.0,4,2,23.1,2,216.05,87.52,57.68,1578,Other,Dinner,Vegetarian,11.15,996.04,244.97,342.24,Boiled,22.25,112.71,3.9,Deadlift,5,17,Improves coordination and cardiovascular health,338.41,"Full Body, Core, Shoulders",Wall,Beginner,Forearms,Wrist Flexors,Decline dumbbell press,23.07,1733.4,0.5,1.58,0.95,0.97,534.87,41.46,981.39,6.57e+19,Medium,23.067637877211236,1043.0
53,Male,105.31,1.84,176,130,62,1,823,HIIT,31,2.9,3,1,31.1,3,170.97,68.33,45.59,2797,Other,Breakfast,Vegan,15.67,2374.55,39.41,413.15,Fried,21.44,56.42,3.4,Box Jumps,4,25,Improves shoulder health and posture,375.89,"Back, Core, Shoulders",Cable Machine or Resistance Band,Advanced,Abs,Lateral,Russian twists,31.11,1367.51,0.5,0.65,0.6,0.74,1974.2,72.5,511.21,1.55e+20,Very High,31.105269376181475,823.0
48,Male,87.28,1.76,183,156,67,2,1417,Yoga,30,3.5,5,3,28.2,3,348.43,138.65,92.95,2529,Other,Snack,Paleo,3.02,1054.13,282.75,394.97,Boiled,51.11,17.17,3.6,Rows,4,25,Strengthens back and improves posture,366.34,"Chest, Triceps, Shoulders",Step or Box,Intermediate,Forearms,Middle,Plank,28.18,2784.87,0.5,1.59,0.76,0.85,1111.58,60.98,1333.48,1.26e+20,Very High,28.176652892561986,708.5
49,Female,46.43,1.72,169,120,72,1,1863,HIIT,21,2.6,4,2,15.7,2,283.36,113.15,74.97,1455,Other,Breakfast,Low-Carb,2.78,857.44,173.22,147.22,Steamed,9.71,31.43,4.1,Plyometric Push-ups,5,25,Strengthens lower abs,356.46,"Biceps, Forearms",Parallel Bars or Chair,Beginner,Back,Lower,Leg raises,15.69,2260.77,0.5,2.44,0.49,0.71,-407.75,36.84,1005.22,1e+20,High,15.694294213088158,1863.0
50,Female,89.67,1.7,168,124,74,1,703,Cardio,27,2.7,2,1,31.0,4,302.41,120.74,80.9,2177,Other,Dinner,Keto,41.32,1562.78,58.02,98.37,Steamed,7.31,14.34,3.0,Flutter Kicks,4,23,Isolates and strengthens triceps,335.47,Lower Abs,Dumbbells or Barbell,Intermediate,Forearms,Grip Strength,Skull crushers,31.03,2420.7,0.5,1.35,0.53,0.74,1473.64,65.17,536.75,6.12e+19,Low,31.02768166089966,703.0
28,Female,62.36,1.6,178,129,62,1,1454,HIIT,23,1.7,3,2,24.4,2,238.47,95.46,62.97,1758,Other,Lunch,Paleo,42.74,1865.9,198.09,155.52,Roasted,59.18,88.53,4.7,Squats,4,17,Strengthens back and legs,352.38,Calves,Box or Platform,Beginner,Shoulders,Lateral,Leg press,24.36,1902.45,0.5,1.53,0.58,0.73,303.58,47.85,775.24,9.14e+19,High,24.359374999999996,1454.0
30,Female,79.47,1.62,181,166,66,1,1210,Cardio,31,2.5,4,2,30.3,2,217.99,86.16,57.84,2173,Other,Dinner,Keto,31.33,1791.6,146.26,489.18,Steamed,28.47,73.13,3.2,Tricep Extensions,5,23,Improves core stability and upper body strength,345.49,"Core, Lower Back",Bench or Step,Intermediate,Forearms,Wrist Extensors,Towel pull-up,30.28,1737.16,0.5,1.08,0.87,0.92,963.4,55.11,870.63,7.78e+19,Medium,30.281207133058977,1210.0
23,Female,40.55,1.75,167,145,61,1,732,Cardio,13,2.1,3,1,13.2,2,296.25,118.89,79.67,1393,Other,Snack,Low-Carb,20.19,1320.71,25.96,473.08,Steamed,49.78,112.07,2.8,Resistance Band Pull-Aparts,4,19,Improves shoulder mobility and posture,326.08,"Back, Hamstrings, Glutes",Wall,Intermediate,Forearms,Wrist Extensors,Donkey kicks,13.24,2377.59,0.5,2.93,0.79,0.87,660.61,35.24,541.29,4.85e+19,Low,13.240816326530611,732.0
39,Male,72.33,1.88,198,148,51,1,485,Cardio,20,2.2,2,1,20.5,3,254.79,102.14,67.88,1967,Other,Snack,Paleo,25.98,773.59,120.14,108.91,Roasted,39.97,116.12,4.1,Flutter Kicks,5,20,Advanced core exercise,366.12,Triceps,Step or Box,Intermediate,Shoulders,Middle,Wrist curl,20.46,2038.64,0.5,1.41,0.66,0.75,1482.12,58.0,402.73,1.25e+20,Very High,20.46457673155274,485.0
32,Male,59.44,1.66,184,160,64,1,617,HIIT,20,1.8,2,1,21.6,4,281.78,112.96,75.19,1358,Other,Breakfast,Keto,29.87,685.04,159.14,271.06,Boiled,35.87,46.75,3.1,Zottman Curls,4,18,Improves shoulder health and posture,367.97,"Upper Back, Rear Deltoids",Low Bar or TRX,Beginner,Chest,Quads,Leg press,21.57,2255.67,0.5,1.9,0.8,0.87,741.46,47.67,375.33,1.3e+20,Very High,21.57061982871244,617.0
28,Female,71.43,1.67,192,140,63,1,1059,Yoga,27,1.5,4,2,25.6,2,233.03,92.57,62.24,2090,Other,Lunch,Keto,33.65,689.18,110.15,298.88,Fried,38.86,10.75,5.0,Frog Jumps,4,25,Targets lower abs,354.03,"Quadriceps, Calves, Glutes",Resistance Band,Advanced,Shoulders,Lower,Preacher curls,25.61,1862.56,0.5,1.3,0.59,0.73,1030.72,52.13,1040.85,9.5e+19,High,25.61224855677866,1059.0
39,Male,64.26,1.69,190,148,58,1,895,Yoga,27,1.9,4,2,22.5,3,309.64,124.44,82.78,1752,Other,Snack,Balanced,46.95,1029.23,88.45,481.91,Steamed,33.63,57.79,2.9,Resistance Band Pull-Aparts,3,12,Combines lower body and upper body strength,250.56,Triceps,Bench or Step,Beginner,Arms,Middle,Incline cable crossovers,22.5,2481.34,0.5,1.94,0.68,0.78,856.97,46.89,621.39,5.65e+18,Low,22.49921221245755,895.0
35,Male,85.2,1.85,185,135,55,2,1844,Cardio,27,3.5,5,3,24.9,3,165.5,65.5,43.5,2467,Other,Lunch,Low-Carb,25.05,1055.78,70.57,236.43,Boiled,51.87,28.68,1.5,Rows,4,23,Improves core stability and balance,355.54,"Back, Biceps",Wall,Advanced,Abs,Upper,Donkey kicks,24.89,1315.5,0.5,0.77,0.61,0.73,623.37,62.42,1258.61,9.83e+19,High,24.89408327246165,922.0
33,Female,40.23,1.63,181,147,66,1,1156,Strength,17,1.5,4,2,15.1,3,281.33,112.08,74.28,1165,Other,Snack,Vegetarian,46.25,2516.64,25.38,261.53,Boiled,21.16,57.78,2.8,Plyometric Push-ups,5,23,Improves coordination and cardiovascular health,352.8,"Full Body, Core, Shoulders",Dumbbells,Advanced,Shoulders,Lower,Dumbbell curls,15.14,2242.16,0.5,2.79,0.7,0.81,9.4,33.53,754.99,9.23e+19,High,15.141706500056456,1156.0
44,Female,86.75,1.97,197,167,50,2,1302,Yoga,23,3.5,5,3,22.4,2,305.27,122.28,81.84,2567,Other,Snack,Vegetarian,16.26,334.89,60.16,360.18,Roasted,39.73,116.6,1.2,Frog Jumps,4,19,Enhances full-body coordination and stability,347.91,Quadriceps,Cable Machine or Resistance Band,Advanced,Arms,Posterior,Crunches,22.35,2446.76,0.5,1.41,0.8,0.85,1265.4,66.74,1162.02,8.24e+19,Medium,22.353062433971502,651.0
52,Male,70.48,1.58,181,164,67,1,979,Cardio,32,2.0,3,2,28.2,3,307.31,121.69,81.84,1917,Other,Lunch,Vegan,25.91,114.53,279.82,338.78,Boiled,43.05,22.26,4.5,Reverse Lunges,4,16,Improves hip power and cardiovascular fitness,353.8,"Core, Shoulders, Hips",Bench or Sturdy Surface,Advanced,Abs,Middle,Bent-over rows,28.23,2452.56,0.5,1.73,0.85,0.91,937.8,48.0,721.75,9.45e+19,High,28.232655023233452,979.0
28,Female,62.2,1.6,178,129,62,1,1190,Strength,22,1.7,3,2,24.3,2,238.4,95.62,63.36,1731,Other,Breakfast,Keto,42.32,1866.54,198.81,155.44,Boiled,59.12,90.0,4.7,Seated Rows,4,17,Improves posture and strengthens upper back,355.67,Full Body,Dumbbells,Beginner,Shoulders,Grip Strength,Incline dumbbell flyes,24.3,1906.32,0.5,1.54,0.58,0.72,541.02,48.49,782.47,9.86e+19,High,24.296874999999996,1190.0
21,Female,86.12,1.86,163,129,58,1,1810,HIIT,27,2.6,3,2,24.9,3,197.28,79.57,53.09,2281,Other,Breakfast,Low-Carb,32.44,339.47,117.38,249.24,Steamed,59.93,60.59,4.9,Dragon Flags,5,24,Targets lower chest,353.54,Lower Abs,Kettlebell,Intermediate,Forearms,Middle,Crunches,24.89,1585.21,0.5,0.92,0.67,0.79,471.09,62.92,968.7,9.39e+19,High,24.893051219794195,1810.0
52,Male,58.06,1.56,166,152,68,2,1725,Cardio,21,2.7,4,3,23.9,3,295.75,118.76,78.95,1736,Other,Breakfast,Paleo,15.8,1612.71,24.29,430.53,Baked,38.89,112.25,3.6,Thrusters,4,22,Improves core stability and upper body strength,352.25,"Back, Core, Shoulders",Bench or Chair,Beginner,Arms,Anterior,Towel pull-up,23.86,2368.59,0.5,2.05,0.85,0.91,10.93,45.89,1169.47,9.11e+19,High,23.857659434582512,862.5
47,Female,85.61,1.99,182,153,70,2,2303,Strength,21,3.5,4,3,21.6,3,402.22,161.82,107.4,2345,Other,Lunch,Low-Carb,47.99,907.05,51.1,462.98,Baked,5.99,55.28,2.4,Tricep Dips,4,16,Strengthens lower abs and hip flexors,367.95,"Biceps, Forearms",Kettlebell,Advanced,Shoulders,Lats,Concentration curls,21.62,3222.76,0.5,1.89,0.74,0.84,41.87,67.46,1449.72,1.3e+20,Very High,21.618140956036463,1151.5
25,Male,41.6,1.62,193,144,64,2,1995,HIIT,20,2.1,4,2,15.8,2,171.86,68.27,45.61,1115,Other,Snack,Paleo,41.09,2115.39,136.49,222.82,Raw,15.33,73.06,3.4,Lunges,5,15,Strengthens core and improves mobility,334.96,"Lower Abs, Hip Flexors",Bench or Step,Beginner,Forearms,Grip Strength,Fat grip dumbbell curl,15.85,1371.01,0.5,1.64,0.62,0.74,-879.86,33.41,1011.58,6.04e+19,Low,15.851242188690746,997.5
25,Female,104.43,1.88,174,156,67,1,1769,HIIT,30,2.3,3,2,29.6,4,199.53,79.14,52.54,2841,Other,Lunch,Vegetarian,43.56,2084.64,252.74,466.65,Baked,50.5,36.81,4.0,Jumping Jacks,4,15,Improves hip power and cardiovascular fitness,358.47,Shoulders,Box or Platform,Advanced,Legs,Lateral,Bent-over rows,29.55,1587.54,0.5,0.76,0.83,0.89,1072.2,72.92,960.7,1.05e+20,High,29.54674060660933,1769.0
59,Female,49.94,1.95,188,167,55,1,1281,HIIT,17,3.4,3,1,13.1,3,204.43,82.14,55.08,1414,Other,Snack,Vegan,49.39,2429.42,111.41,139.91,Boiled,48.93,44.06,1.8,Lunges,5,16,Improves posture and strengthens upper back,330.93,Triceps,None or Dumbbell,Beginner,Back,Lower,Hyperextensions,13.13,1642.0,0.5,1.64,0.84,0.89,132.57,41.57,701.57,5.47e+19,Low,13.133464825772519,1281.0
22,Male,85.97,1.9,186,128,58,2,1491,Yoga,29,3.5,5,3,23.8,3,251.98,100.35,66.56,2590,Other,Breakfast,Low-Carb,7.1,1312.47,94.55,233.27,Steamed,26.27,23.34,4.6,Flutter Kicks,5,25,Strengthens back and legs,340.34,"Glutes, Hamstrings",Parallel Bars or Chair,Advanced,Shoulders,Lats,Dumbbell curls,23.81,2008.36,0.5,1.17,0.55,0.69,1099.05,61.02,1300.1,6.88e+19,Medium,23.814404432132964,745.5
43,Female,72.59,1.8,162,166,50,1,781,Strength,30,2.1,3,1,22.4,3,308.22,122.44,81.55,1971,Other,Snack,Vegan,23.8,2020.27,66.74,289.5,Grilled,34.88,57.85,5.0,Scissors Kicks,5,16,Isolates and strengthens triceps,360.62,"Back, Core, Shoulders",Step or Box,Beginner,Arms,Upper,Incline cable crossovers,22.4,2456.59,0.5,1.69,1.04,1.03,1189.61,50.7,569.78,1.1e+20,Very High,22.40432098765432,781.0
45,Male,59.0,1.72,194,150,65,1,1259,Cardio,19,3.1,4,2,19.9,2,196.26,78.29,52.88,1767,Other,Snack,Vegetarian,37.2,1346.86,149.93,207.68,Baked,27.07,5.42,4.0,Push Ups,5,17,Targets biceps and forearms,334.01,"Chest, Triceps, Shoulders",Step or Box,Advanced,Legs,Wrist Flexors,Chest flyes,19.94,1574.12,0.5,1.33,0.66,0.77,508.35,47.83,875.11,5.9e+19,Low,19.94321254732288,1259.0
34,Male,66.35,1.62,199,164,56,1,542,Yoga,29,2.2,2,1,25.3,3,208.06,83.84,56.4,1742,Other,Breakfast,Low-Carb,37.18,1726.97,229.28,216.75,Baked,11.01,113.02,4.9,Resistance Band Pull-Aparts,5,15,Improves lower back strength,347.8,"Rear Deltoids, Upper Back",None or Dumbbells,Advanced,Shoulders,Quads,Preacher curls,25.28,1675.2,0.5,1.26,0.76,0.83,1199.82,47.25,570.39,8.21e+19,Medium,25.281969212010356,542.0
47,Female,50.18,1.69,178,147,64,1,1588,Strength,19,1.7,3,2,17.6,2,247.49,98.21,66.49,1275,Other,Breakfast,Low-Carb,14.96,416.97,195.78,368.77,Baked,46.66,56.59,2.7,Burpees,5,24,Improves core stability,358.16,"Glutes, Hamstrings",Bench or Chair,Beginner,Legs,Grip Strength,Seated calf raises,17.57,1981.21,0.5,1.96,0.73,0.83,-312.6,40.62,1052.99,1.04e+20,High,17.56941283568503,1588.0
47,Female,84.31,2.0,189,162,66,2,1433,Yoga,25,3.5,5,3,21.1,4,243.98,97.11,65.35,2174,Other,Breakfast,Low-Carb,26.91,2361.54,243.38,364.52,Steamed,6.54,33.47,2.0,Step-ups,5,16,Improves posture and back strength,363.04,"Rear Deltoids, Upper Back",Wall,Beginner,Forearms,Wrist Extensors,Russian twists,21.08,1952.51,0.5,1.15,0.78,0.86,741.01,63.01,1335.99,1.17e+20,Very High,21.0775,716.5
47,Female,73.69,1.8,173,140,50,1,1204,Cardio,23,3.7,3,1,22.7,3,173.9,70.81,46.63,2128,Other,Dinner,Low-Carb,38.17,534.66,214.88,398.88,Grilled,50.52,115.07,4.8,Bicep Curls,4,16,Targets lower abs,340.3,"Back, Biceps",Wall,Intermediate,Forearms,Upper,Overhead triceps extensions,22.74,1398.51,0.5,0.96,0.74,0.81,923.5,56.82,932.42,6.88e+19,Medium,22.743827160493826,1204.0
42,Male,57.76,1.67,192,148,55,1,1379,HIIT,26,2.4,2,1,20.7,3,211.48,84.63,56.36,1431,Other,Snack,Low-Carb,6.63,1403.8,287.42,362.58,Baked,49.02,95.48,3.9,Step-ups,5,24,Improves posture and back strength,348.45,"Full Body, Core, Shoulders",Bench or Step,Advanced,Forearms,Triceps,Bent-over lateral raises,20.71,1691.68,0.5,1.47,0.68,0.77,51.6,42.45,794.47,8.34e+19,Medium,20.710674459464304,1379.0
